Date;Area;Duration;Visitors
25/12/2019;Palazzo Poggi;from 5 to 10 minutes;0
25/12/2019;Palazzo Poggi;from 10 to 20 minutes;0
25/12/2019;Palazzo Poggi;from 40 to 60 minutes;0
25/12/2019;Palazzo Poggi;from 60 to 90 minutes;0
25/12/2019;Palazzo Poggi;from 3 to 4 hours;0
25/12/2019;Palazzo Poggi;from 4 to 6 hours;0
25/12/2019;Via Del Guasto;less 1 minute;679
25/12/2019;Via Del Guasto;from 10 to 20 minutes;66
25/12/2019;Via Del Guasto;from 40 to 60 minutes;21
25/12/2019;Via Del Guasto;from 4 to 6 hours;2
25/12/2019;Piazza Verdi;from 40 to 60 minutes;107
25/12/2019;Facoltà Di Giurisprudenza;from 10 to 20 minutes;250
25/12/2019;Facoltà Di Giurisprudenza;from 2 to 3 hours;7
25/12/2019;Facoltà Di Giurisprudenza;from 3 to 4 hours;0
25/12/2019;Facoltà Di Giurisprudenza;over 6 hours;7
25/12/2019;Piazza Rossini (Palazzo Malvezzi);from 10 to 20 minutes;130
25/12/2019;Piazza Rossini (Palazzo Malvezzi);from 20 to 40 minutes;88
25/12/2019;Piazza Rossini (Palazzo Malvezzi);from 40 to 60 minutes;19
25/12/2019;Piazza Rossini (Palazzo Malvezzi);from 60 to 90 minutes;19
25/12/2019;Piazza Rossini (Palazzo Malvezzi);from 90 to 120 minutes;3
25/12/2019;2 Torri (Inizio Portico Via Zamboni);from 1 to 5 minutes;0
25/12/2019;2 Torri (Inizio Portico Via Zamboni);from 5 to 10 minutes;0
25/12/2019;2 Torri (Inizio Portico Via Zamboni);from 90 to 120 minutes;0
26/12/2019;Porta San Donato;from 1 to 5 minutes;5957
26/12/2019;Porta San Donato;from 10 to 20 minutes;682
26/12/2019;Porta San Donato;from 60 to 90 minutes;130
26/12/2019;Porta San Donato;from 2 to 3 hours;31
26/12/2019;Porta San Donato;from 4 to 6 hours;20
26/12/2019;Piazza Puntoni (Via Zamboni);less 1 minute;1722
26/12/2019;Piazza Puntoni (Via Zamboni);from 10 to 20 minutes;132
26/12/2019;Piazza Puntoni (Via Zamboni);from 60 to 90 minutes;40
26/12/2019;Piazza Puntoni (Via Zamboni);from 2 to 3 hours;29
26/12/2019;Via San Giacomo;from 5 to 10 minutes;219
26/12/2019;Via San Giacomo;from 10 to 20 minutes;125
26/12/2019;Via San Giacomo;from 40 to 60 minutes;13
26/12/2019;Via San Giacomo;from 90 to 120 minutes;4
26/12/2019;Via San Giacomo;from 4 to 6 hours;6
26/12/2019;Via San Giacomo;over 6 hours;22
26/12/2019;Piazza Scaravilli;from 1 to 5 minutes;0
26/12/2019;Piazza Scaravilli;from 60 to 90 minutes;0
26/12/2019;Palazzo Poggi;less 1 minute;0
26/12/2019;Palazzo Poggi;from 1 to 5 minutes;0
26/12/2019;Piazza Verdi;less 1 minute;4053
26/12/2019;Piazza Verdi;from 40 to 60 minutes;118
26/12/2019;Piazza Verdi;from 2 to 3 hours;30
26/12/2019;Facoltà Di Giurisprudenza;less 1 minute;5680
26/12/2019;Facoltà Di Giurisprudenza;from 20 to 40 minutes;260
26/12/2019;Facoltà Di Giurisprudenza;from 40 to 60 minutes;77
26/12/2019;Facoltà Di Giurisprudenza;from 3 to 4 hours;1
26/12/2019;Piazza Rossini (Palazzo Malvezzi);from 5 to 10 minutes;295
26/12/2019;Piazza Rossini (Palazzo Malvezzi);from 90 to 120 minutes;6
26/12/2019;Piazza Rossini (Palazzo Malvezzi);over 6 hours;23
26/12/2019;2 Torri (Inizio Portico Via Zamboni);over 6 hours;0
27/12/2019;Porta San Donato;less 1 minute;8877
27/12/2019;Porta San Donato;from 20 to 40 minutes;780
27/12/2019;Piazza Puntoni (Via Zamboni);from 5 to 10 minutes;263
27/12/2019;Piazza Puntoni (Via Zamboni);from 3 to 4 hours;39
27/12/2019;Via San Giacomo;from 5 to 10 minutes;247
27/12/2019;Via San Giacomo;from 10 to 20 minutes;156
27/12/2019;Via San Giacomo;from 3 to 4 hours;2
27/12/2019;Piazza Scaravilli;from 40 to 60 minutes;0
27/12/2019;Piazza Scaravilli;from 2 to 3 hours;0
27/12/2019;Piazza Scaravilli;from 3 to 4 hours;0
27/12/2019;Piazza Scaravilli;from 4 to 6 hours;0
27/12/2019;Palazzo Poggi;less 1 minute;677
27/12/2019;Palazzo Poggi;from 5 to 10 minutes;62
27/12/2019;Palazzo Poggi;from 10 to 20 minutes;27
27/12/2019;Palazzo Poggi;from 20 to 40 minutes;16
27/12/2019;Palazzo Poggi;from 60 to 90 minutes;4
27/12/2019;Palazzo Poggi;from 90 to 120 minutes;0
27/12/2019;Palazzo Poggi;from 4 to 6 hours;1
27/12/2019;Palazzo Poggi;over 6 hours;1
27/12/2019;Via Del Guasto;less 1 minute;978
27/12/2019;Via Del Guasto;from 5 to 10 minutes;185
27/12/2019;Via Del Guasto;from 90 to 120 minutes;15
27/12/2019;Piazza Verdi;from 10 to 20 minutes;666
27/12/2019;Piazza Verdi;from 40 to 60 minutes;229
27/12/2019;Piazza Verdi;from 90 to 120 minutes;50
27/12/2019;Facoltà Di Giurisprudenza;from 1 to 5 minutes;3461
27/12/2019;Facoltà Di Giurisprudenza;from 5 to 10 minutes;624
27/12/2019;Facoltà Di Giurisprudenza;from 40 to 60 minutes;79
27/12/2019;Facoltà Di Giurisprudenza;from 90 to 120 minutes;14
27/12/2019;Facoltà Di Giurisprudenza;from 2 to 3 hours;18
27/12/2019;Piazza Rossini (Palazzo Malvezzi);from 5 to 10 minutes;385
27/12/2019;Piazza Rossini (Palazzo Malvezzi);from 40 to 60 minutes;44
27/12/2019;Piazza Rossini (Palazzo Malvezzi);from 60 to 90 minutes;20
27/12/2019;Piazza Rossini (Palazzo Malvezzi);from 2 to 3 hours;15
27/12/2019;Piazza Rossini (Palazzo Malvezzi);from 3 to 4 hours;10
27/12/2019;Piazza Rossini (Palazzo Malvezzi);from 4 to 6 hours;9
27/12/2019;Piazza Rossini (Palazzo Malvezzi);over 6 hours;28
27/12/2019;2 Torri (Inizio Portico Via Zamboni);less 1 minute;0
27/12/2019;2 Torri (Inizio Portico Via Zamboni);from 5 to 10 minutes;0
27/12/2019;2 Torri (Inizio Portico Via Zamboni);from 10 to 20 minutes;0
27/12/2019;2 Torri (Inizio Portico Via Zamboni);from 20 to 40 minutes;0
27/12/2019;2 Torri (Inizio Portico Via Zamboni);from 40 to 60 minutes;0
27/12/2019;2 Torri (Inizio Portico Via Zamboni);from 90 to 120 minutes;0
28/12/2019;Porta San Donato;from 40 to 60 minutes;153
28/12/2019;Porta San Donato;from 90 to 120 minutes;69
28/12/2019;Porta San Donato;from 2 to 3 hours;41
28/12/2019;Porta San Donato;from 3 to 4 hours;41
28/12/2019;Piazza Puntoni (Via Zamboni);less 1 minute;2738
28/12/2019;Piazza Puntoni (Via Zamboni);from 20 to 40 minutes;193
28/12/2019;Via San Giacomo;less 1 minute;4512
28/12/2019;Via San Giacomo;from 5 to 10 minutes;298
28/12/2019;Via San Giacomo;from 10 to 20 minutes;177
28/12/2019;Via San Giacomo;from 90 to 120 minutes;6
28/12/2019;Via San Giacomo;from 4 to 6 hours;4
28/12/2019;Via San Giacomo;over 6 hours;27
28/12/2019;Piazza Scaravilli;from 10 to 20 minutes;0
28/12/2019;Piazza Scaravilli;from 40 to 60 minutes;0
28/12/2019;Piazza Scaravilli;from 90 to 120 minutes;0
28/12/2019;Piazza Scaravilli;from 2 to 3 hours;0
28/12/2019;Piazza Scaravilli;from 3 to 4 hours;0
28/12/2019;Piazza Scaravilli;from 4 to 6 hours;0
28/12/2019;Palazzo Poggi;from 10 to 20 minutes;0
28/12/2019;Palazzo Poggi;from 40 to 60 minutes;0
28/12/2019;Palazzo Poggi;from 3 to 4 hours;0
28/12/2019;Via Del Guasto;from 1 to 5 minutes;742
28/12/2019;Via Del Guasto;from 10 to 20 minutes;175
28/12/2019;Via Del Guasto;from 90 to 120 minutes;12
28/12/2019;Via Del Guasto;from 3 to 4 hours;5
28/12/2019;Via Del Guasto;from 4 to 6 hours;10
28/12/2019;Piazza Verdi;less 1 minute;5957
28/12/2019;Piazza Verdi;from 1 to 5 minutes;4493
28/12/2019;Piazza Verdi;from 5 to 10 minutes;962
28/12/2019;Piazza Verdi;from 10 to 20 minutes;729
28/12/2019;Piazza Verdi;from 90 to 120 minutes;53
28/12/2019;Piazza Verdi;from 4 to 6 hours;18
28/12/2019;Piazza Verdi;over 6 hours;32
28/12/2019;Facoltà Di Giurisprudenza;from 20 to 40 minutes;417
28/12/2019;Facoltà Di Giurisprudenza;from 40 to 60 minutes;99
28/12/2019;Facoltà Di Giurisprudenza;from 60 to 90 minutes;51
28/12/2019;Facoltà Di Giurisprudenza;from 90 to 120 minutes;15
28/12/2019;Piazza Rossini (Palazzo Malvezzi);from 10 to 20 minutes;247
28/12/2019;Piazza Rossini (Palazzo Malvezzi);from 60 to 90 minutes;22
28/12/2019;Piazza Rossini (Palazzo Malvezzi);from 2 to 3 hours;0
28/12/2019;2 Torri (Inizio Portico Via Zamboni);from 1 to 5 minutes;0
28/12/2019;2 Torri (Inizio Portico Via Zamboni);from 20 to 40 minutes;0
28/12/2019;2 Torri (Inizio Portico Via Zamboni);from 60 to 90 minutes;0
28/12/2019;2 Torri (Inizio Portico Via Zamboni);from 3 to 4 hours;0
28/12/2019;2 Torri (Inizio Portico Via Zamboni);from 4 to 6 hours;0
29/12/2019;Porta San Donato;from 1 to 5 minutes;6396
29/12/2019;Porta San Donato;from 5 to 10 minutes;715
29/12/2019;Porta San Donato;from 40 to 60 minutes;174
29/12/2019;Porta San Donato;from 2 to 3 hours;51
29/12/2019;Piazza Puntoni (Via Zamboni);from 10 to 20 minutes;206
29/12/2019;Piazza Puntoni (Via Zamboni);from 40 to 60 minutes;70
29/12/2019;Piazza Puntoni (Via Zamboni);from 60 to 90 minutes;50
29/12/2019;Piazza Puntoni (Via Zamboni);over 6 hours;34
29/12/2019;Via San Giacomo;less 1 minute;3974
29/12/2019;Via San Giacomo;from 60 to 90 minutes;31
29/12/2019;Via San Giacomo;from 90 to 120 minutes;10
29/12/2019;Via San Giacomo;from 2 to 3 hours;10
29/12/2019;Piazza Scaravilli;less 1 minute;0
29/12/2019;Piazza Scaravilli;from 5 to 10 minutes;0
29/12/2019;Piazza Scaravilli;from 20 to 40 minutes;0
29/12/2019;Piazza Scaravilli;from 60 to 90 minutes;0
29/12/2019;Piazza Scaravilli;from 90 to 120 minutes;0
29/12/2019;Palazzo Poggi;from 40 to 60 minutes;0
29/12/2019;Palazzo Poggi;from 90 to 120 minutes;0
29/12/2019;Palazzo Poggi;from 2 to 3 hours;0
29/12/2019;Via Del Guasto;less 1 minute;1173
29/12/2019;Via Del Guasto;from 1 to 5 minutes;666
29/12/2019;Via Del Guasto;from 5 to 10 minutes;251
29/12/2019;Via Del Guasto;from 40 to 60 minutes;30
29/12/2019;Via Del Guasto;from 60 to 90 minutes;35
29/12/2019;Via Del Guasto;from 90 to 120 minutes;23
29/12/2019;Via Del Guasto;from 4 to 6 hours;5
29/12/2019;Via Del Guasto;over 6 hours;10
29/12/2019;Piazza Verdi;less 1 minute;5536
29/12/2019;Piazza Verdi;from 10 to 20 minutes;629
29/12/2019;Piazza Verdi;from 40 to 60 minutes;182
29/12/2019;Piazza Verdi;from 2 to 3 hours;45
29/12/2019;Piazza Verdi;from 3 to 4 hours;12
29/12/2019;Piazza Verdi;from 4 to 6 hours;15
29/12/2019;Facoltà Di Giurisprudenza;from 1 to 5 minutes;4111
29/12/2019;Facoltà Di Giurisprudenza;from 4 to 6 hours;2
29/12/2019;Piazza Rossini (Palazzo Malvezzi);from 1 to 5 minutes;2552
29/12/2019;Piazza Rossini (Palazzo Malvezzi);from 5 to 10 minutes;424
29/12/2019;Piazza Rossini (Palazzo Malvezzi);from 4 to 6 hours;5
29/12/2019;Piazza Rossini (Palazzo Malvezzi);over 6 hours;30
29/12/2019;2 Torri (Inizio Portico Via Zamboni);less 1 minute;0
29/12/2019;2 Torri (Inizio Portico Via Zamboni);from 40 to 60 minutes;0
29/12/2019;2 Torri (Inizio Portico Via Zamboni);from 3 to 4 hours;0
30/12/2019;Porta San Donato;from 1 to 5 minutes;6972
30/12/2019;Porta San Donato;from 5 to 10 minutes;711
30/12/2019;Porta San Donato;from 60 to 90 minutes;84
30/12/2019;Piazza Puntoni (Via Zamboni);less 1 minute;2293
30/12/2019;Piazza Puntoni (Via Zamboni);from 10 to 20 minutes;235
30/12/2019;Piazza Puntoni (Via Zamboni);from 60 to 90 minutes;87
30/12/2019;Piazza Puntoni (Via Zamboni);from 90 to 120 minutes;31
30/12/2019;Via San Giacomo;less 1 minute;4264
30/12/2019;Via San Giacomo;from 10 to 20 minutes;180
30/12/2019;Via San Giacomo;from 20 to 40 minutes;120
30/12/2019;Via San Giacomo;from 40 to 60 minutes;23
30/12/2019;Via San Giacomo;from 90 to 120 minutes;9
30/12/2019;Via San Giacomo;from 4 to 6 hours;6
30/12/2019;Piazza Scaravilli;from 5 to 10 minutes;0
30/12/2019;Piazza Scaravilli;from 10 to 20 minutes;0
30/12/2019;Palazzo Poggi;less 1 minute;3355
30/12/2019;Palazzo Poggi;from 10 to 20 minutes;76
30/12/2019;Palazzo Poggi;from 90 to 120 minutes;2
30/12/2019;Palazzo Poggi;from 3 to 4 hours;0
30/12/2019;Via Del Guasto;less 1 minute;1229
30/12/2019;Via Del Guasto;from 5 to 10 minutes;238
30/12/2019;Via Del Guasto;from 60 to 90 minutes;46
30/12/2019;Via Del Guasto;from 3 to 4 hours;7
30/12/2019;Via Del Guasto;over 6 hours;5
30/12/2019;Piazza Verdi;from 5 to 10 minutes;802
30/12/2019;Piazza Verdi;from 40 to 60 minutes;193
30/12/2019;Piazza Verdi;from 2 to 3 hours;50
30/12/2019;Facoltà Di Giurisprudenza;from 10 to 20 minutes;517
30/12/2019;Facoltà Di Giurisprudenza;from 40 to 60 minutes;73
30/12/2019;Facoltà Di Giurisprudenza;from 60 to 90 minutes;53
30/12/2019;Piazza Rossini (Palazzo Malvezzi);from 2 to 3 hours;23
30/12/2019;Piazza Rossini (Palazzo Malvezzi);from 4 to 6 hours;10
30/12/2019;2 Torri (Inizio Portico Via Zamboni);from 10 to 20 minutes;0
30/12/2019;2 Torri (Inizio Portico Via Zamboni);from 90 to 120 minutes;0
30/12/2019;2 Torri (Inizio Portico Via Zamboni);from 2 to 3 hours;0
30/12/2019;2 Torri (Inizio Portico Via Zamboni);over 6 hours;0
31/12/2019;Porta San Donato;from 1 to 5 minutes;8058
31/12/2019;Porta San Donato;from 5 to 10 minutes;824
31/12/2019;Porta San Donato;over 6 hours;62
31/12/2019;Piazza Puntoni (Via Zamboni);from 20 to 40 minutes;294
31/12/2019;Piazza Puntoni (Via Zamboni);from 40 to 60 minutes;105
31/12/2019;Piazza Puntoni (Via Zamboni);from 4 to 6 hours;49
31/12/2019;Via San Giacomo;from 1 to 5 minutes;2947
31/12/2019;Via San Giacomo;from 10 to 20 minutes;240
31/12/2019;Via San Giacomo;from 4 to 6 hours;13
31/12/2019;Via San Giacomo;over 6 hours;9
31/12/2019;Piazza Scaravilli;from 5 to 10 minutes;0
31/12/2019;Piazza Scaravilli;from 10 to 20 minutes;0
31/12/2019;Piazza Scaravilli;from 20 to 40 minutes;0
31/12/2019;Piazza Scaravilli;from 60 to 90 minutes;0
31/12/2019;Piazza Scaravilli;from 2 to 3 hours;0
31/12/2019;Piazza Scaravilli;from 3 to 4 hours;0
31/12/2019;Piazza Scaravilli;from 4 to 6 hours;0
31/12/2019;Palazzo Poggi;from 10 to 20 minutes;109
31/12/2019;Palazzo Poggi;from 20 to 40 minutes;45
31/12/2019;Palazzo Poggi;from 40 to 60 minutes;15
31/12/2019;Palazzo Poggi;from 60 to 90 minutes;12
31/12/2019;Palazzo Poggi;from 2 to 3 hours;3
31/12/2019;Via Del Guasto;from 5 to 10 minutes;345
31/12/2019;Via Del Guasto;from 40 to 60 minutes;77
31/12/2019;Via Del Guasto;from 90 to 120 minutes;38
31/12/2019;Via Del Guasto;over 6 hours;8
31/12/2019;Piazza Verdi;less 1 minute;7546
31/12/2019;Piazza Verdi;from 20 to 40 minutes;983
31/12/2019;Piazza Verdi;from 60 to 90 minutes;162
31/12/2019;Piazza Verdi;from 90 to 120 minutes;66
31/12/2019;Facoltà Di Giurisprudenza;from 1 to 5 minutes;5258
31/12/2019;Facoltà Di Giurisprudenza;from 5 to 10 minutes;1031
31/12/2019;Facoltà Di Giurisprudenza;from 60 to 90 minutes;79
31/12/2019;Facoltà Di Giurisprudenza;from 2 to 3 hours;21
31/12/2019;Piazza Rossini (Palazzo Malvezzi);from 3 to 4 hours;5
31/12/2019;Piazza Rossini (Palazzo Malvezzi);over 6 hours;35
31/12/2019;2 Torri (Inizio Portico Via Zamboni);less 1 minute;0
31/12/2019;2 Torri (Inizio Portico Via Zamboni);from 5 to 10 minutes;0
31/12/2019;2 Torri (Inizio Portico Via Zamboni);from 10 to 20 minutes;0
31/12/2019;2 Torri (Inizio Portico Via Zamboni);over 6 hours;0
01/01/2020;Porta San Donato;from 1 to 5 minutes;8801
01/01/2020;Porta San Donato;from 5 to 10 minutes;1001
01/01/2020;Porta San Donato;over 6 hours;62
01/01/2020;Piazza Puntoni (Via Zamboni);from 2 to 3 hours;54
01/01/2020;Piazza Puntoni (Via Zamboni);from 4 to 6 hours;28
01/01/2020;Via San Giacomo;from 1 to 5 minutes;3511
01/01/2020;Via San Giacomo;from 5 to 10 minutes;424
01/01/2020;Via San Giacomo;from 20 to 40 minutes;86
01/01/2020;Via San Giacomo;from 3 to 4 hours;7
01/01/2020;Via San Giacomo;from 4 to 6 hours;5
01/01/2020;Piazza Scaravilli;from 1 to 5 minutes;0
01/01/2020;Piazza Scaravilli;from 5 to 10 minutes;0
01/01/2020;Piazza Scaravilli;from 20 to 40 minutes;0
01/01/2020;Piazza Scaravilli;from 90 to 120 minutes;0
01/01/2020;Piazza Scaravilli;from 2 to 3 hours;0
01/01/2020;Piazza Scaravilli;from 4 to 6 hours;0
01/01/2020;Piazza Scaravilli;over 6 hours;0
01/01/2020;Palazzo Poggi;less 1 minute;5505
01/01/2020;Palazzo Poggi;from 10 to 20 minutes;118
01/01/2020;Palazzo Poggi;from 60 to 90 minutes;9
01/01/2020;Palazzo Poggi;over 6 hours;7
01/01/2020;Via Del Guasto;from 1 to 5 minutes;1472
01/01/2020;Via Del Guasto;from 2 to 3 hours;26
01/01/2020;Via Del Guasto;from 3 to 4 hours;6
01/01/2020;Piazza Verdi;from 5 to 10 minutes;1711
01/01/2020;Piazza Verdi;from 10 to 20 minutes;1560
01/01/2020;Piazza Verdi;from 3 to 4 hours;8
01/01/2020;Piazza Verdi;over 6 hours;31
01/01/2020;Facoltà Di Giurisprudenza;from 1 to 5 minutes;6666
01/01/2020;Facoltà Di Giurisprudenza;from 4 to 6 hours;11
01/01/2020;Piazza Rossini (Palazzo Malvezzi);from 1 to 5 minutes;4733
01/01/2020;Piazza Rossini (Palazzo Malvezzi);from 60 to 90 minutes;27
01/01/2020;Piazza Rossini (Palazzo Malvezzi);from 90 to 120 minutes;9
01/01/2020;Piazza Rossini (Palazzo Malvezzi);from 2 to 3 hours;10
01/01/2020;Piazza Rossini (Palazzo Malvezzi);from 3 to 4 hours;4
01/01/2020;Piazza Rossini (Palazzo Malvezzi);from 4 to 6 hours;4
01/01/2020;Piazza Rossini (Palazzo Malvezzi);over 6 hours;38
01/01/2020;2 Torri (Inizio Portico Via Zamboni);less 1 minute;0
01/01/2020;2 Torri (Inizio Portico Via Zamboni);from 90 to 120 minutes;0
01/01/2020;2 Torri (Inizio Portico Via Zamboni);from 3 to 4 hours;0
01/01/2020;2 Torri (Inizio Portico Via Zamboni);over 6 hours;0
02/01/2020;Porta San Donato;less 1 minute;8121
02/01/2020;Porta San Donato;from 1 to 5 minutes;5966
02/01/2020;Porta San Donato;from 2 to 3 hours;64
02/01/2020;Porta San Donato;from 3 to 4 hours;57
02/01/2020;Piazza Puntoni (Via Zamboni);less 1 minute;2302
02/01/2020;Piazza Puntoni (Via Zamboni);from 60 to 90 minutes;61
02/01/2020;Piazza Puntoni (Via Zamboni);from 4 to 6 hours;23
02/01/2020;Via San Giacomo;less 1 minute;4322
02/01/2020;Via San Giacomo;from 5 to 10 minutes;309
02/01/2020;Via San Giacomo;from 10 to 20 minutes;190
02/01/2020;Via San Giacomo;from 20 to 40 minutes;132
02/01/2020;Piazza Scaravilli;from 5 to 10 minutes;0
02/01/2020;Piazza Scaravilli;from 10 to 20 minutes;0
02/01/2020;Piazza Scaravilli;from 20 to 40 minutes;0
02/01/2020;Piazza Scaravilli;from 40 to 60 minutes;0
02/01/2020;Piazza Scaravilli;from 2 to 3 hours;0
02/01/2020;Piazza Scaravilli;from 3 to 4 hours;0
02/01/2020;Palazzo Poggi;from 20 to 40 minutes;38
02/01/2020;Palazzo Poggi;from 90 to 120 minutes;4
02/01/2020;Palazzo Poggi;from 2 to 3 hours;0
02/01/2020;Palazzo Poggi;over 6 hours;4
02/01/2020;Via Del Guasto;from 5 to 10 minutes;259
02/01/2020;Via Del Guasto;from 3 to 4 hours;14
02/01/2020;Via Del Guasto;over 6 hours;16
02/01/2020;Piazza Verdi;less 1 minute;5553
02/01/2020;Piazza Verdi;from 5 to 10 minutes;732
02/01/2020;Piazza Verdi;from 10 to 20 minutes;611
02/01/2020;Piazza Verdi;from 20 to 40 minutes;453
02/01/2020;Piazza Verdi;from 4 to 6 hours;17
02/01/2020;Facoltà Di Giurisprudenza;from 5 to 10 minutes;531
02/01/2020;Facoltà Di Giurisprudenza;from 20 to 40 minutes;303
02/01/2020;Facoltà Di Giurisprudenza;from 40 to 60 minutes;75
02/01/2020;Facoltà Di Giurisprudenza;from 60 to 90 minutes;48
02/01/2020;Facoltà Di Giurisprudenza;from 3 to 4 hours;1
02/01/2020;Facoltà Di Giurisprudenza;from 4 to 6 hours;4
02/01/2020;Piazza Rossini (Palazzo Malvezzi);from 10 to 20 minutes;200
02/01/2020;Piazza Rossini (Palazzo Malvezzi);from 60 to 90 minutes;22
02/01/2020;Piazza Rossini (Palazzo Malvezzi);from 3 to 4 hours;13
02/01/2020;Piazza Rossini (Palazzo Malvezzi);over 6 hours;26
02/01/2020;2 Torri (Inizio Portico Via Zamboni);from 10 to 20 minutes;0
02/01/2020;2 Torri (Inizio Portico Via Zamboni);from 60 to 90 minutes;0
02/01/2020;2 Torri (Inizio Portico Via Zamboni);from 2 to 3 hours;0
03/01/2020;Porta San Donato;less 1 minute;8890
03/01/2020;Porta San Donato;from 90 to 120 minutes;66
03/01/2020;Porta San Donato;from 2 to 3 hours;58
03/01/2020;Porta San Donato;over 6 hours;85
03/01/2020;Piazza Puntoni (Via Zamboni);less 1 minute;2535
03/01/2020;Piazza Puntoni (Via Zamboni);from 1 to 5 minutes;1549
03/01/2020;Piazza Puntoni (Via Zamboni);from 2 to 3 hours;44
03/01/2020;Via San Giacomo;less 1 minute;4552
03/01/2020;Via San Giacomo;from 5 to 10 minutes;327
03/01/2020;Via San Giacomo;from 90 to 120 minutes;14
03/01/2020;Via San Giacomo;from 2 to 3 hours;11
03/01/2020;Via San Giacomo;from 3 to 4 hours;4
03/01/2020;Via San Giacomo;from 4 to 6 hours;8
03/01/2020;Via San Giacomo;over 6 hours;7
03/01/2020;Piazza Scaravilli;from 5 to 10 minutes;0
03/01/2020;Piazza Scaravilli;from 10 to 20 minutes;0
03/01/2020;Piazza Scaravilli;from 20 to 40 minutes;0
03/01/2020;Piazza Scaravilli;from 40 to 60 minutes;0
03/01/2020;Piazza Scaravilli;from 90 to 120 minutes;0
03/01/2020;Palazzo Poggi;from 20 to 40 minutes;66
03/01/2020;Palazzo Poggi;from 40 to 60 minutes;16
03/01/2020;Via Del Guasto;from 1 to 5 minutes;739
03/01/2020;Via Del Guasto;from 20 to 40 minutes;204
03/01/2020;Via Del Guasto;from 60 to 90 minutes;89
03/01/2020;Via Del Guasto;from 3 to 4 hours;24
03/01/2020;Via Del Guasto;from 4 to 6 hours;15
03/01/2020;Piazza Verdi;less 1 minute;5382
03/01/2020;Piazza Verdi;from 5 to 10 minutes;752
03/01/2020;Piazza Verdi;from 3 to 4 hours;13
03/01/2020;Piazza Verdi;over 6 hours;28
03/01/2020;Facoltà Di Giurisprudenza;less 1 minute;7226
03/01/2020;Facoltà Di Giurisprudenza;from 1 to 5 minutes;3367
03/01/2020;Facoltà Di Giurisprudenza;from 40 to 60 minutes;70
03/01/2020;Facoltà Di Giurisprudenza;from 60 to 90 minutes;36
03/01/2020;Facoltà Di Giurisprudenza;from 2 to 3 hours;19
03/01/2020;Facoltà Di Giurisprudenza;from 3 to 4 hours;2
03/01/2020;Facoltà Di Giurisprudenza;from 4 to 6 hours;3
03/01/2020;Piazza Rossini (Palazzo Malvezzi);less 1 minute;7423
03/01/2020;Piazza Rossini (Palazzo Malvezzi);from 40 to 60 minutes;65
03/01/2020;2 Torri (Inizio Portico Via Zamboni);less 1 minute;0
03/01/2020;2 Torri (Inizio Portico Via Zamboni);from 5 to 10 minutes;0
03/01/2020;2 Torri (Inizio Portico Via Zamboni);from 40 to 60 minutes;0
03/01/2020;2 Torri (Inizio Portico Via Zamboni);from 60 to 90 minutes;0
03/01/2020;2 Torri (Inizio Portico Via Zamboni);from 3 to 4 hours;0
04/01/2020;Porta San Donato;from 1 to 5 minutes;8606
04/01/2020;Porta San Donato;from 10 to 20 minutes;933
04/01/2020;Porta San Donato;from 40 to 60 minutes;188
04/01/2020;Porta San Donato;from 60 to 90 minutes;130
04/01/2020;Porta San Donato;from 90 to 120 minutes;76
